sentiment,a,b,c,user,tweet
4,1557715783,Sun Apr 19 05:39:31 PDT 2009,NO_QUERY,rosieeejones,@justjennyxo @dawniecahill thankyouuu 
4,1557715807,Sun Apr 19 05:39:30 PDT 2009,NO_QUERY,Madame_Merry,@michaellegge loved the Happiness blog at myspace Michael - I've left a comment for you  can't wait to hear the blog news you mentioned
4,1557715816,Sun Apr 19 05:39:31 PDT 2009,NO_QUERY,sunnyjamiel,@TigerMystic im doing fine. thnx.  im a big fan of yoda wisdom
4,1557715861,Sun Apr 19 05:39:31 PDT 2009,NO_QUERY,icy_sun,@StudioFairy you're welcome 
4,1557715865,Sun Apr 19 05:39:32 PDT 2009,NO_QUERY,Cyberneticist,"Really getting in2 JavaScript. I feel sorry 4 my poor students I'm going to inflict it upon, but I'm sure the pain will pass "
4,1557715906,Sun Apr 19 05:39:32 PDT 2009,NO_QUERY,islandchic,@aardhu welldone  Soon you will become expensive ;-)
4,1557715923,Sun Apr 19 05:39:33 PDT 2009,NO_QUERY,capohanka,@Faceyman Car.  I just have friends with motorcycles.  I'm always the one riding on the back. 
4,1557715925,Sun Apr 19 05:39:33 PDT 2009,NO_QUERY,jesssicababesss,"@rachmurrayX im 14, haa, i know all the stuf already babe "
4,1557715976,Sun Apr 19 05:39:33 PDT 2009,NO_QUERY,KristiWhatWhat,@puffmclover   but it doesnt make me want to read the other BKS  but just my opinion 
4,1557715979,Sun Apr 19 05:39:33 PDT 2009,NO_QUERY,jamylsb,OH...MY....GOD!!!!!!!!!!!!!!!!!!! i got my Damier Graphite Renzo LOUIS VUITTON!!! i'm sooo going to die!!!!! thank you MOM!!!!! 
4,1557716031,Sun Apr 19 05:39:34 PDT 2009,NO_QUERY,pastorpeterko,@kittyfung will pray for your refreshment as you find time to hang out with your Heavenly Daddy one on one. 
4,1557730131,Sun Apr 19 05:43:46 PDT 2009,NO_QUERY,whitsundays,@DianaWyatt  There are a couple of Gordon Lightfoot songs that they haven't got on Blip.I might sue them lol 
4,1557730132,Sun Apr 19 05:43:47 PDT 2009,NO_QUERY,MrsJJ4Life,@ddlovato Have fun sleeping xP and tell me how pretty it is in Spain 
4,1557730224,Sun Apr 19 05:43:48 PDT 2009,NO_QUERY,foamcow,"@dylanparry Actually, we have a HP Mini Note 2133, my mistake  It has a Via C-7M CPU"
4,1557730230,Sun Apr 19 05:43:48 PDT 2009,NO_QUERY,annakadabra,is off to brunch @ Le Petit Dejeuner 
4,1557730236,Sun Apr 19 05:43:50 PDT 2009,NO_QUERY,mario4rory,@mariodaily  mornin girl 
4,1557730253,Sun Apr 19 05:43:49 PDT 2009,NO_QUERY,jasperparsnip,@mutley66 Ha ha ha! I'm now motivated-but there's more Freudian symbolism there than you could shake a stick at 
4,1557730289,Sun Apr 19 05:43:49 PDT 2009,NO_QUERY,rockfotze,@StarveTheLight I need new tutu's! Pink and black are my preferred colours! 
4,1557730376,Sun Apr 19 05:43:51 PDT 2009,NO_QUERY,Keyring,@Fuzzy_Logic_  Thomas has quite a few friends then!
4,1557730441,Sun Apr 19 05:43:52 PDT 2009,NO_QUERY,dallisonlee,"@leonspencer Thx 4 the offer to take your pending followers...I lost 12 and gained another 15...cycle of twitter life, yes? "
4,1557730461,Sun Apr 19 05:43:52 PDT 2009,NO_QUERY,annienorth11,@trent_reznor Here is a question that did not make the Digg question cut. Do you ever sleep??  
4,1557730519,Sun Apr 19 05:43:53 PDT 2009,NO_QUERY,Hollah_69,@get2vil that sounds pretty cool ye Sounds expensive thou 
4,1557730530,Sun Apr 19 05:43:53 PDT 2009,NO_QUERY,AmyCueva,"@megux you should have your own reality tv show, instead of ace of cakes, ace of cards. Each card should be 200$. "
4,1557730535,Sun Apr 19 05:43:53 PDT 2009,NO_QUERY,sensonize,"@debsuvra But we can have our own search engine powered by Google when it grows bigger, right? "
4,1557730537,Sun Apr 19 05:43:53 PDT 2009,NO_QUERY,emaatwell,why is 'breakout' stuck in my head?! 
4,1557730621,Sun Apr 19 05:43:55 PDT 2009,NO_QUERY,maehara,@scribb Rayearth and Sakura Taisen are more familiar to me from watching the anime.  Didn't know the games had gotten English versions!
4,1557730717,Sun Apr 19 05:43:57 PDT 2009,NO_QUERY,lgmxo,new blog posts 
4,1557730748,Sun Apr 19 05:43:58 PDT 2009,NO_QUERY,English103,@LovelyLuLu goodnight 
4,1557730763,Sun Apr 19 05:43:57 PDT 2009,NO_QUERY,SarahStewart,@michlr Off to bed before I get too depressed about my age    Good night.
4,1557730836,Sun Apr 19 05:44:00 PDT 2009,NO_QUERY,Lythis,"Now there is a project in my hand , that i'm working on it "
4,1557730845,Sun Apr 19 05:44:00 PDT 2009,NO_QUERY,Kratos111,Let's go play online 
4,1557730860,Sun Apr 19 05:43:59 PDT 2009,NO_QUERY,twicullen,@scottrmcgrew thank you i'm sure i will have some 
4,1557730908,Sun Apr 19 05:44:00 PDT 2009,NO_QUERY,millenomi,Remember: nonhuman sentients are people too! 
4,1557730960,Sun Apr 19 05:44:02 PDT 2009,NO_QUERY,masnnsam,waiting for holidays 
4,1557730968,Sun Apr 19 05:44:01 PDT 2009,NO_QUERY,PhoenixAskani,@reneeruin check ebay 
4,1557730982,Sun Apr 19 05:44:01 PDT 2009,NO_QUERY,Dgrass1,Good Sunday morning!  Off to church listening to Clay Aiken Grace of God 
4,1557731087,Sun Apr 19 05:44:03 PDT 2009,NO_QUERY,yeokerlinexd,"Jus got outta the showerr , gettinn dressed then going to church !. "
4,1557731102,Sun Apr 19 05:44:03 PDT 2009,NO_QUERY,vasta,@amberellis Dancing and singing to 80s hits? In public? Is there video evidence of that? 
4,1557731163,Sun Apr 19 05:44:04 PDT 2009,NO_QUERY,bamston,@bedofbrownrice sleeeep well 
4,1557731169,Sun Apr 19 05:44:05 PDT 2009,NO_QUERY,armylovelife,@heralynne I love it cause it's so true! 
4,1557731225,Sun Apr 19 05:44:06 PDT 2009,NO_QUERY,RebeccaLange,@TomVMorris you need tweetdeck so you can see columns. Down loaded it then use the magnifying glass &amp; put # in will bring up column 
4,1557731239,Sun Apr 19 05:44:07 PDT 2009,NO_QUERY,nischalshetty,"@amrithallan yeah.. trying to do that.. deactivated a few, lets see.. "
4,1557731252,Sun Apr 19 05:44:07 PDT 2009,NO_QUERY,lexi_c,"@ashsimpsonwentz - wow, that girl is pathetic. too bad you don't give a fuck about her, right? haha, i love yew ashley "
4,1557731258,Sun Apr 19 05:44:07 PDT 2009,NO_QUERY,inapeace,@ddlovato IN WITCH CITY YOU WERE IN GERMANY?????? 
4,1557731287,Sun Apr 19 05:44:07 PDT 2009,NO_QUERY,almabruton,still trying to figure out this new phone 
4,1557731331,Sun Apr 19 05:44:08 PDT 2009,NO_QUERY,5hrnday,I'm having a quiet Sunday at home. Cooking roast pork a little later with all the trimmings 
4,1557731351,Sun Apr 19 05:44:08 PDT 2009,NO_QUERY,dlthibo,"@stacey_leah Dunno about the weather yet.  I think so, but I will prob be working on the house.  Maybe get away to snap a few photos.  "
4,1557731388,Sun Apr 19 05:44:09 PDT 2009,NO_QUERY,ComedyQueen,@DavidCordisco god im glad to hear that 
4,1557731445,Sun Apr 19 05:44:10 PDT 2009,NO_QUERY,avfccentral,"correction - she just got up, so chinese grand prix it is!! "
4,1557731479,Sun Apr 19 05:44:11 PDT 2009,NO_QUERY,AriesSoSweet,@LovingM3 Thanks Hunnay !!!...Had a good time..Good people...Good food..Good Liq...Who could ask for more 
4,1557731494,Sun Apr 19 05:44:11 PDT 2009,NO_QUERY,Lilalaune,chillin and listening to some music 
4,1557731530,Sun Apr 19 05:44:11 PDT 2009,NO_QUERY,kateyy__,@ElenaBrowne  its not.. it'll be your birthday it'll be amazing  and it was alright  stayed in tha caravaaaaan xx
4,1557731599,Sun Apr 19 05:44:13 PDT 2009,NO_QUERY,JigglesMcGee,"Face is itchy. Going to bed. 5:42 AM, screwed for tomorrow morning. We'll see how things play out. Good night, Twitter "
4,1557731677,Sun Apr 19 05:44:14 PDT 2009,NO_QUERY,smizzeh,is about to go to her cousin's house for charlie's 1st birthday party 
4,1557731746,Sun Apr 19 05:44:15 PDT 2009,NO_QUERY,kittyangel93,@jonaskevin hi! just droppin by.  have a nice day!.  xoxo
4,1557731749,Sun Apr 19 05:44:16 PDT 2009,NO_QUERY,thuyvy,ice cream 4 hot day.....So cool 
4,1557731765,Sun Apr 19 05:44:16 PDT 2009,NO_QUERY,sergeworld,"Bbq chicken pizza, cherry coke and spurs on tv= "
4,1557731767,Sun Apr 19 05:44:17 PDT 2009,NO_QUERY,Bassmann195,getting ready to go back to tafe Music + Great friends + sunny days = Living the good life 
4,1557731770,Sun Apr 19 05:44:16 PDT 2009,NO_QUERY,kellitrina,@Shondavoo im so late shonda! lol...well im much better now! thanks to the choc milk 
4,1557731810,Sun Apr 19 05:44:17 PDT 2009,NO_QUERY,mwhowell2k,is ready for a great Sunday 
4,1557731842,Sun Apr 19 05:44:17 PDT 2009,NO_QUERY,Caroline_S2,@thaisenayane hehehehe  Harry Potter is great!!! you view the new trailer??? It's fantastic!!!
4,1557731849,Sun Apr 19 05:44:17 PDT 2009,NO_QUERY,karolane01,Montreal is cooool. you know why ? because there is shopping everywhere you go. I LOVE IT  girl day today.. out in montreal with bianca
4,1557731857,Sun Apr 19 05:44:18 PDT 2009,NO_QUERY,aleeenah,watching dexter 
4,1557731858,Sun Apr 19 05:44:19 PDT 2009,NO_QUERY,lauraannenic,my brothers out washing the patio slab things.i should feel guilty as im not doing anything but what the heck 
4,1557731860,Sun Apr 19 05:44:18 PDT 2009,NO_QUERY,ROXPromotions,GOOD MORNING TWITTER!!!  GOOD MORNING EV1!! 
4,1557731889,Sun Apr 19 05:44:19 PDT 2009,NO_QUERY,dudeman718,@balmeras Your welcome.  I'll try!  
4,1557731915,Sun Apr 19 05:44:20 PDT 2009,NO_QUERY,alyne_,@greekdude i thought you are a vegan as ur picture 
4,1557731927,Sun Apr 19 05:44:20 PDT 2009,NO_QUERY,_dvb_,good morning every1 
4,1557731928,Sun Apr 19 05:44:19 PDT 2009,NO_QUERY,LightingTool,@aholt21 it's nice when intelligent lighting is actually intelligent 
4,1557731929,Sun Apr 19 05:44:20 PDT 2009,NO_QUERY,mandiebear,@robbie42601 Good Morning! *hugs* 
4,1557731940,Sun Apr 19 05:44:20 PDT 2009,NO_QUERY,fredrikkarlsson,"@Damme hmm, major fail boat at win2k8 "
4,1557731941,Sun Apr 19 05:44:20 PDT 2009,NO_QUERY,Nainx,"I got a new fountain pen, and I rather like it "
4,1557731956,Sun Apr 19 05:44:21 PDT 2009,NO_QUERY,geekmum,"@mhenslee Good morning and have a blessed Lord's Day to you and @mrsmhenslee, as well "
4,1557731967,Sun Apr 19 05:44:21 PDT 2009,NO_QUERY,cortexiukas,@asot Hello to everyone! greetings from Lithuania 
4,1557732028,Sun Apr 19 05:44:21 PDT 2009,NO_QUERY,knitness,"@web_goddess if you need another person, I wouldn't mind trying. "
4,1557732039,Sun Apr 19 05:44:22 PDT 2009,NO_QUERY,danielbullock,More applications gone off...now planning more writing and arty things  #fb
4,1557732045,Sun Apr 19 05:44:22 PDT 2009,NO_QUERY,Jodiesupertramp,waiting for becci to come round so that we can go take some photooooos 
4,1557732048,Sun Apr 19 05:44:21 PDT 2009,NO_QUERY,mikeharrison101,@flossymonster he is her half brother i think 
4,1557732075,Sun Apr 19 05:44:22 PDT 2009,NO_QUERY,thatwaseasy012,twitter on my iPod!!! 
4,1557732103,Sun Apr 19 05:44:22 PDT 2009,NO_QUERY,annaliese_sarah,bored  cant stop laughing at the bird .. making my tummy hurt
4,1557732131,Sun Apr 19 05:44:23 PDT 2009,NO_QUERY,lauramallen,"@heidimontag hey i love reading your updates  u are living my dream, you are just so gorgeous heidi!!"
4,1557732150,Sun Apr 19 05:44:24 PDT 2009,NO_QUERY,jlonzo,@bgbreyes so what happen to ur Jeff? 
4,1557732188,Sun Apr 19 05:44:24 PDT 2009,NO_QUERY,ivanbrezakbrkan,"@gandalfar Maybe even a &quot;pierce&quot; function? Twitter's hardcore after all, isn't it? "
4,1557732192,Sun Apr 19 05:44:25 PDT 2009,NO_QUERY,wanderer33y,@hearingexchange thk u 
4,1557732206,Sun Apr 19 05:44:25 PDT 2009,NO_QUERY,b_a_rogers,@njection I think ppl have realized they can drive the same car for many years w/o damaging themselves socially  - perma zeitgeist change!
4,1557732215,Sun Apr 19 05:44:25 PDT 2009,NO_QUERY,MartinMMC,@JKissnHug Just mentioned you on TWC 
4,1557732221,Sun Apr 19 05:44:26 PDT 2009,NO_QUERY,crucifire,@burbleon that was pathetic! munshi premchand will turn in his grave 
4,1557732240,Sun Apr 19 05:44:25 PDT 2009,NO_QUERY,comiomusic,"guys, who do you think was the best guestmix? I say Schossow  along with Airbase, and Bolier, and W&amp;W  #asot400"
4,1557732248,Sun Apr 19 05:44:26 PDT 2009,NO_QUERY,Ari_mc,@ddlovato wow! you're in madrid...it's amazing  where are you now?
4,1557732269,Sun Apr 19 05:44:26 PDT 2009,NO_QUERY,mcbeach,"@aaronshust oh, I'm sorry. No, that's not glamorous. Suggestion: make a nap a priority today "
4,1557732286,Sun Apr 19 05:44:26 PDT 2009,NO_QUERY,kpbslu06,@Pogue I remember reading this series as a wee one also. Maybe by the twitterverse's combined geeky power we can make a movie ourselves 
4,1557732332,Sun Apr 19 05:44:27 PDT 2009,NO_QUERY,gannotti,Blog Post Featured On TechNet  http://bit.ly/Q93cE
4,1557732363,Sun Apr 19 05:44:28 PDT 2009,NO_QUERY,techiebabe,@Louise_Jameson Good for Becky! did she manage to bounce down them again? 
4,1557732454,Sun Apr 19 05:44:29 PDT 2009,NO_QUERY,nuttychris,"@ComedyQueen better admit tho ,,,, and ooooooooo you will win that one mwhahaha  how do i vote? "
4,1557732455,Sun Apr 19 05:44:30 PDT 2009,NO_QUERY,kcdc,had the most fantasticest weekend doing nerdy history stuff with my dad and sister including reading heritage trail highlights out loud 
4,1557732467,Sun Apr 19 05:44:29 PDT 2009,NO_QUERY,jchenard,Flight is delayed 15 minutes. Glad it is Sunday and I am in no hurry at all 
4,1557732553,Sun Apr 19 05:44:31 PDT 2009,NO_QUERY,LostInInaka,@xoticbeauty I'm curious as to which &quot;shop&quot; you want to talk 
4,1557732583,Sun Apr 19 05:44:31 PDT 2009,NO_QUERY,spotifylist,perfect cleaning music  http://spotifylist.com/r/?id=2579
4,1557732601,Sun Apr 19 05:44:32 PDT 2009,NO_QUERY,slyjulie,@mobileagile sorry = should have put @coolcatteacher and @sheasmith so you can easily link if you want! 
4,1557732623,Sun Apr 19 05:44:33 PDT 2009,NO_QUERY,ShafeenaAzly,"my leg is tired, I'm so tired but it paid off when I saw his smile  Wide as ever! Sweeter than sugar!! Surprise  N that is for you! ILY!"
4,1557732662,Sun Apr 19 05:44:33 PDT 2009,NO_QUERY,kittyangel93,@jonasbrothers hi! just droppin by.  have a nice day!.  xoxo
4,1557732669,Sun Apr 19 05:44:33 PDT 2009,NO_QUERY,mustntgrumble,"@Jo6789 GP was great - perfect timing for us, too. Nice to have the Midlands teams doing so well "
4,1557732679,Sun Apr 19 05:44:33 PDT 2009,NO_QUERY,lidewij,Be my friend  http://www.goodreads.com/lidewij
4,1557732717,Sun Apr 19 05:44:34 PDT 2009,NO_QUERY,jeffsimons,@giero http://www.macmiep.nl! Great site if you're on mom-level 
4,1557732722,Sun Apr 19 05:44:34 PDT 2009,NO_QUERY,vientohalcon,cava&amp;twitts.... 
4,1557732758,Sun Apr 19 05:44:35 PDT 2009,NO_QUERY,Allmarine,"@mylinedancer Thanks for the follow, we have returned the favor "
4,1557732827,Sun Apr 19 05:44:36 PDT 2009,NO_QUERY,_AislinnTighee,@shaunarawrr_x snapppppp  am goind to the woods in a few ;) on my bike =p
4,1557746156,Sun Apr 19 05:48:30 PDT 2009,NO_QUERY,damascusmoment,"Edinburgh in spring: Sun, freshly cut grass, a venti skinny latte &amp; a view of the castle. My life is complete "
4,1557746169,Sun Apr 19 05:48:31 PDT 2009,NO_QUERY,crazyjulieta,...SEBASTIAN VETTEL &amp; NICO ROSBERG!  ;) &lt;3 these guys are talented and cool! congratulations to them... lol
4,1557746182,Sun Apr 19 05:48:31 PDT 2009,NO_QUERY,auditorycanvas,"According to the crowd and all the cool peeps that thanked me, I totally rocked it  Thanks to everyone who came to party."
4,1557746193,Sun Apr 19 05:48:32 PDT 2009,NO_QUERY,HannahBaird,knife-wrench!!! i love scrubs 
4,1557746209,Sun Apr 19 05:48:31 PDT 2009,NO_QUERY,MissGoogle,Twitterers from #Jordan... What are the coolest/trendiest places in #Amman for a drink/bite?  Thanks for your input!
4,1557746221,Sun Apr 19 05:48:32 PDT 2009,NO_QUERY,OMFGilySydney,"Eating fruit roll ups  Also, I would enjoy more followers on my tumblr. http://www.softoverratedwords.tumblr.com"
4,1557746284,Sun Apr 19 05:48:34 PDT 2009,NO_QUERY,Ezzii,"@Ronjayy Youre getting a dog?  Cool, i wish i could take one too.. I like name Bella btw :]"
4,1557746288,Sun Apr 19 05:48:34 PDT 2009,NO_QUERY,Jayy008,Has just woke up and come straight on here Lol  Got alot to do today before I go back to college tomorrow  xxxxxxx
4,1557746391,Sun Apr 19 05:48:35 PDT 2009,NO_QUERY,feyi54,@ddlovato Heyya im new on twitter i now you might not be the real demi lovato but i dnt mind. i just wanted to say Hi and howwa ya? x 
4,1557746486,Sun Apr 19 05:48:37 PDT 2009,NO_QUERY,ryancoleman,@tinkugallery thx! there's a few more from that spot coming up over the next couple of days 
4,1557746515,Sun Apr 19 05:48:38 PDT 2009,NO_QUERY,obnoxious_xb,@abitmel @sachahaize @OMGShoes2012 congratulations!!! you all stopped following me after the same tweet. 
4,1557746573,Sun Apr 19 05:48:38 PDT 2009,NO_QUERY,DanieliT,At my friend's house- shani  fooling around ))
4,1557746641,Sun Apr 19 05:48:40 PDT 2009,NO_QUERY,JustTooBusy,@dlloydthemlmpro Oh yes I struggle with limit but I like it as it keeps me brief (sometimes!) 
4,1557746677,Sun Apr 19 05:48:40 PDT 2009,NO_QUERY,SpAzZaDoN,@rubymaree do what i want  and you cant hate me  ily you to haha
4,1557746819,Sun Apr 19 05:48:42 PDT 2009,NO_QUERY,sunnyjamiel,@TigerMystic im honored. thnx for quoting me. 
4,1557746854,Sun Apr 19 05:48:42 PDT 2009,NO_QUERY,DirtyBird4life,Its time to turn over a new leaf on a lot of old habits.....I'm really looking forward to the change. 
4,1557746882,Sun Apr 19 05:48:44 PDT 2009,NO_QUERY,TheBigStride,Cleaning the house. Going to Trafalgar today to look at more horses. Abby is going with me. Should be fun. 
4,1557746903,Sun Apr 19 05:48:44 PDT 2009,NO_QUERY,hotvogue,"@jasonstatham1 be careful when doing stunts, u need 2 b around 4 ever "
4,1557746990,Sun Apr 19 05:48:46 PDT 2009,NO_QUERY,insightful1,"Good morning, have a great Sunday! "
4,1557747083,Sun Apr 19 05:48:46 PDT 2009,NO_QUERY,DigitalFur,"@firehoppr Oh wow, that is terrific! Sweet "
4,1557747106,Sun Apr 19 05:48:47 PDT 2009,NO_QUERY,juwa,Gardening is fun on a sunny day like this 
4,1557747114,Sun Apr 19 05:48:48 PDT 2009,NO_QUERY,metalux,"@kleinjinx this is your back? omg, thank god for this sunday "
4,1557747137,Sun Apr 19 05:48:47 PDT 2009,NO_QUERY,wildpeeta,@zeashanashraf Nice one Zeashan! We have a 45min radius clause just so everyone's expectations are managed 
4,1557747151,Sun Apr 19 05:48:49 PDT 2009,NO_QUERY,_missfabulous_,@BOBreynolds - hey!  where is south jersey do you live?
4,1557747156,Sun Apr 19 05:48:49 PDT 2009,NO_QUERY,leifmariussen,"@malkosh Nice, thanks for sharing.. love the Lego one and looking forward to 401 goodness  I'll shell out some money for it for sure ;)"
4,1557747233,Sun Apr 19 05:48:49 PDT 2009,NO_QUERY,hypnotistchris,"Good afternoon Twitters! Well what a night! Hypno dog, magic show, bbq and vodka redbull. For those who asked we did not eat the rabbit "
4,1557747288,Sun Apr 19 05:48:50 PDT 2009,NO_QUERY,turlaach,Back from Tenby! 
4,1557747369,Sun Apr 19 05:48:52 PDT 2009,NO_QUERY,jjtomi,good luck to everyone that's eyeing for that iphone giveaway from http://gothere.sg and tonnes of luck to myself too 
4,1557747399,Sun Apr 19 05:48:52 PDT 2009,NO_QUERY,xnorajanex,@nick_carter i definitely wanna come 
4,1557747412,Sun Apr 19 05:48:53 PDT 2009,NO_QUERY,mediadonis,Thanks for the great suggestions Google -&gt; http://redir.ec/YxeK 
4,1557747551,Sun Apr 19 05:48:55 PDT 2009,NO_QUERY,abertz42,"@Keir3, GT isn't THAT bad  I hope lifeguarding isn't too unbearable!"
4,1557747569,Sun Apr 19 05:48:56 PDT 2009,NO_QUERY,preciousxcargo,@itztrish7 I'm glad I've entertained as opposed to annoyed- hopefully I get this crazy when you're here!! 
4,1557747603,Sun Apr 19 05:48:56 PDT 2009,NO_QUERY,ladyhoot,"@_shona Ahhhh sorry D: But it becomes pretty obvious after like ten minutes ahaha. Btw, I have the rest of your present here! "
4,1557747675,Sun Apr 19 05:48:59 PDT 2009,NO_QUERY,TomComputer,made pizza mushrooms for lunch.....lushious 
4,1557747678,Sun Apr 19 05:48:58 PDT 2009,NO_QUERY,janjekal,@thatfamousguy: congrats! 
4,1557747712,Sun Apr 19 05:48:59 PDT 2009,NO_QUERY,uhohcaitie,got the coolest gloves today they can turn into mittens  and only 2 weeks till i get a web slider =]
4,1557747751,Sun Apr 19 05:48:59 PDT 2009,NO_QUERY,Tracemace2000,@JusticeJohnson I HATE your twitter picture it took me ages to realise its the one with me in the background! 
4,1557747775,Sun Apr 19 05:49:01 PDT 2009,NO_QUERY,jennyt90,is back in bournemouth 
4,1557747810,Sun Apr 19 05:49:00 PDT 2009,NO_QUERY,JackieKloeckner,ARiiELLE [THE LiiTTLE MERMAiiD ] 4 EVER !!!  WANT TO BE ARiiELLE 
4,1557747819,Sun Apr 19 05:49:00 PDT 2009,NO_QUERY,HolyCowFC,Love Garlic? Try Holy Cow! Himalayan Hot Garlic! Introductory Offer 99p in ASDA! www.holycowfc.com 
4,1557747849,Sun Apr 19 05:49:01 PDT 2009,NO_QUERY,riotboy,@runkeeper Thanks 
4,1557747871,Sun Apr 19 05:49:01 PDT 2009,NO_QUERY,spikescg,Retweet!!!! http://blip.fm/~4kpbe   So funnY  Thanks @iamdiddy    You keep me smiling 
4,1557747938,Sun Apr 19 05:49:03 PDT 2009,NO_QUERY,pinkerinollu,Working on sundays suck!! 
4,1557747980,Sun Apr 19 05:49:04 PDT 2009,NO_QUERY,flywithmeee,had a longgg day.... just back not long from playing guitar heroes... weeee!!! 
4,1557747983,Sun Apr 19 05:49:04 PDT 2009,NO_QUERY,19sophie94,just finished church  and about to go a bike ride with my cousins because it is such a nice day  xo
4,1557747985,Sun Apr 19 05:49:03 PDT 2009,NO_QUERY,Itxi_Itx,In love with Coconut Records today...    &lt;3
4,1557748099,Sun Apr 19 05:49:05 PDT 2009,NO_QUERY,Marwolaeth,listening to music. 
4,1557748137,Sun Apr 19 05:49:05 PDT 2009,NO_QUERY,paulnolan1980,hoping the blues do it today after a memorable and emotional week in Liverpool...or at least kick the scum off the pitch 
4,1557748162,Sun Apr 19 05:49:07 PDT 2009,NO_QUERY,HosannaJubalee,are getting ready to go to church 
4,1557748163,Sun Apr 19 05:49:07 PDT 2009,NO_QUERY,erykafaye,Drempt of him again.. 
4,1557748214,Sun Apr 19 05:49:07 PDT 2009,NO_QUERY,LauraLovesTom,mom's gonna shut off the interenet. oh well. we're awake now 
4,1557748221,Sun Apr 19 05:49:07 PDT 2009,NO_QUERY,JustJamie,Good morning peoples... glad I woke. Up early enough to go workout... Then something tasty for breakfast 
4,1557748235,Sun Apr 19 05:49:08 PDT 2009,NO_QUERY,piyush_ranjan,@nithinkd Come to http://cricketr.com and follow the match and give your expert comments 
4,1557748237,Sun Apr 19 05:49:08 PDT 2009,NO_QUERY,MamaAnna,Mmmmm my new USPS pull over smells of bonfire 
4,1557748266,Sun Apr 19 05:49:09 PDT 2009,NO_QUERY,ShaunMichael80,"@LisaAngeline Thanks for the follow Lisa, You're super hot "
4,1557748271,Sun Apr 19 05:49:08 PDT 2009,NO_QUERY,jmlw,"@Teaslydale I'm sorry! But it's so sunny!!! Granted, I am doing school work. But still! Good luck with your tech! "
4,1557748361,Sun Apr 19 05:49:10 PDT 2009,NO_QUERY,ZechParker,Twitter is taking over the world...lol          Glad to be a part of it 
4,1557748418,Sun Apr 19 05:49:10 PDT 2009,NO_QUERY,stefanmaass,@_Dominic_ n1 dome  sonen tool hat gefehlt!
4,1557748453,Sun Apr 19 05:49:12 PDT 2009,NO_QUERY,crystalsins,finally at intramuros 
4,1557748484,Sun Apr 19 05:49:12 PDT 2009,NO_QUERY,adived,@sriperinkulam Ahhh....Again the stories beckon me. Pitchumani was awesome...  
4,1557748516,Sun Apr 19 05:49:12 PDT 2009,NO_QUERY,lisavengesta,"is so excited that there's a hobby lobby in layton, utah!! i can't wait "
4,1557748517,Sun Apr 19 05:49:12 PDT 2009,NO_QUERY,stargazerdecor,is all ready for today  my feet are going to die.lol
4,1557748580,Sun Apr 19 05:49:14 PDT 2009,NO_QUERY,varshamohan,watching project runway Season 3. god it's addictive. And Heidi Klum is awesome. 
4,1557748588,Sun Apr 19 05:49:14 PDT 2009,NO_QUERY,theobaldboehm,@amba12 Yep. Communications restored 
4,1557748603,Sun Apr 19 05:49:14 PDT 2009,NO_QUERY,samlucaslove,just swapped Ray-ban aviators with her bestest friend 
4,1557748724,Sun Apr 19 05:49:16 PDT 2009,NO_QUERY,nordstromphoto,just had chocolate for a birthday eve breakfast.  thanks mike 
4,1557748752,Sun Apr 19 05:49:16 PDT 2009,NO_QUERY,TopPlaces,Cape Town welcomes the dawn of Winter! 
4,1557748766,Sun Apr 19 05:49:17 PDT 2009,NO_QUERY,roddy99,@#asot400 super8 &amp; tab was soooo gooodd  anyone know the name of this track by the way?
4,1557748772,Sun Apr 19 05:49:18 PDT 2009,NO_QUERY,seoneha,yeah me back from cousins wedding.had a great fun time 
4,1557748842,Sun Apr 19 05:49:18 PDT 2009,NO_QUERY,OnTheGoConcierg,full day of baseball today 
4,1557748933,Sun Apr 19 05:49:20 PDT 2009,NO_QUERY,TinaMileyJB,Happy-Sunshiine but tomorrow school but today barbeceu 
4,1557748940,Sun Apr 19 05:49:20 PDT 2009,NO_QUERY,LiLMissM7,Happy Easter to my Orthodox friends!  Spending the day with family...
4,1557748974,Sun Apr 19 05:49:21 PDT 2009,NO_QUERY,maynaseric,@serenetan ahh..but he's hardworking  Adrian is ok too lah *Winks* hehe
4,1557748978,Sun Apr 19 05:49:20 PDT 2009,NO_QUERY,Turd_Ferguson,@christonowens good morning woman!  you upload that song yet??
4,1557748980,Sun Apr 19 05:49:20 PDT 2009,NO_QUERY,naomifarber,has 23 more to go 
4,1557749008,Sun Apr 19 05:49:21 PDT 2009,NO_QUERY,AnMunoz,working on sunday! .. Sr. que cercaa estass!! 
4,1557749016,Sun Apr 19 05:49:22 PDT 2009,NO_QUERY,edstruth,@kevincully Make sure you don't take the fun out of fundamentals. 
4,1557749160,Sun Apr 19 05:49:24 PDT 2009,NO_QUERY,Maya84i,#asot400 lets not forget &quot;in and out&quot; sunlounger track. its a make love song... 
4,1557749163,Sun Apr 19 05:49:24 PDT 2009,NO_QUERY,steffi_g,"@kate_liane Same here. Well, apart from watching Penelope.. I guess I'll stick to either House or Twilight instead. "
4,1557749210,Sun Apr 19 05:49:25 PDT 2009,NO_QUERY,mareikejansen,just finished the ironing  suitcase is ready (3) (243)
4,1557749235,Sun Apr 19 05:49:25 PDT 2009,NO_QUERY,_Ashley_D,is listening to Refuge Praise and getting ready to eat some breakfast! 
